i,j,lb,ub_min_x,nc,rfr,rsr,ub_ext_1,ub_none,ub_bad,ub_ext_21,ub_ext_22,ub_ext_23,ub_ext_25,ub_ext_3,ub_ext_4
36,5,64,64.8784975,2.1,0.25,1,64.87849752,68.67817297,68.67817297,66.22533174,65.75274871,65.30452591,64.93996401,64.8731034,64.87310343
36,6,46,48.1600208,2.1,0.25,1,48.16002082,50.44323936,50.44323936,48.4596475,48.31181248,48.13110857,48.04349589,48.0241578,48.02415779
36,7,56,58.7875404,2.1,0.25,1,58.78754039,59.72532509,59.72532509,59.06228184,58.98151523,58.86191353,58.78385201,58.7743445,58.7247015
36,8,63,64.5591527,2.1,0.25,1,64.55915266,66.90459924,66.90459924,64.69551731,64.66330023,64.52517322,64.38320089,64.3509974,64.35099742
36,9,59,61.2369958,2.1,0.25,1,61.23699576,64.51714953,64.51714953,61.92156356,61.46293733,61.46071393,61.28933617,61.2369958,61.23699576
36,10,59,59.4615455,2.1,0.25,1,59.46154546,62.95914406,62.95914406,60.49910262,59.74619629,59.6087641,59.93997472,59.8610868,59.45314893
37,1,79,82.4955073,2.1,0.5,0.2,82.49550732,83.6904655,83.6904655,82.06511006,81.95830552,82.5120949,82.49794443,82.0408737,82.0408737
37,2,69,71.5190474,2.1,0.5,0.2,71.53102024,72.80329338,72.80329338,71.74485327,71.58868795,71.52199723,71.59637005,71.6004106,71.6004106
37,3,81,84.6340496,2.1,0.5,0.2,84.74759748,86.0249345,86.0249345,84.95364585,84.77797935,84.77781397,84.74759748,84.7475975,84.74759748
37,4,83,86.8433899,2.1,0.5,0.2,86.75381782,88.44526932,88.44526932,87.16346687,87.05551404,86.34071826,86.46974298,86.2407297,86.24072973
37,5,80,85.5870849,2.1,0.5,0.2,85.63682046,86.8034803,86.8034803,85.84260823,85.62352153,85.5934539,85.58380815,85.5838081,85.58380815
37,6,73,76.4202294,2.1,0.5,0.2,76.41823089,78.90580269,78.90580269,76.18701539,76.18701539,76.10294935,76.04564191,76.4171758,76.41717582
37,7,92,94.5183947,2.1,0.5,0.2,94.5183947,95.41243277,95.41243277,94.55975863,94.53570767,94.52102228,94.5183947,94.5183947,94.5183947
37,8,72,77.2710945,2.1,0.5,0.2,77.27109447,78.55589357,78.55589357,76.29978164,76.22280038,76.22280038,76.90006436,76.4808405,76.48084053
37,9,57,59.845096,2.1,0.5,0.2,59.85344694,61.36823836,61.36823836,59.85674592,59.73160512,59.73291461,59.73291461,59.7329146,59.73291461
37,10,81,83.6119139,2.1,0.5,0.2,83.61191391,84.95149107,84.95149107,83.88513557,83.59165522,83.46569636,83.44498764,83.5479011,83.44432179
38,1,48,51.7610657,2.1,0.5,0.5,51.74484657,53.07399409,53.07399409,51.83485787,51.8301335,51.71420035,51.70285598,51.6538669,51.65386691
38,2,54,57.2772386,2.1,0.5,0.5,57.36369129,59.80342524,59.80342524,56.87614816,56.87999141,56.72868429,56.61436903,56.6652151,56.6654463
38,3,59,62.1461953,2.1,0.5,0.5,62.14619532,63.4903996,63.4903996,62.39416022,62.07587457,62.14980186,62.14619532,62.0480575,62.04805754
38,4,59,62.3399528,2.1,0.5,0.5,62.0042451,64.02733757,64.02733757,62.81617801,61.90362387,61.81659398,61.95685792,61.6382111,61.6382111
38,5,71,75.9644061,2.1,0.5,0.5,75.965561,78.85749589,78.85749589,76.10470859,75.83827146,75.83827146,75.82945801,75.6636695,75.56112158
38,6,63,66.7363329,2.1,0.5,0.5,67.01881973,67.42265435,67.42265435,66.61261129,66.61167371,66.81211307,66.80945767,66.500001,66.49004633
38,7,65,67.8650138,2.1,0.5,0.5,67.86501377,69.00480266,69.00480266,67.75136322,67.73745742,67.29722527,67.29266188,67.1276194,67.2905546
38,8,61,65.0888284,2.1,0.5,0.5,64.83796765,66.87792344,66.87792344,65.27995701,64.9751055,64.93226442,64.86266764,64.7557541,64.7392644
38,9,63,66.8544662,2.1,0.5,0.5,66.85446617,68.43830401,68.43830401,66.55092816,67.09062127,66.10171694,65.97861412,65.9690891,65.96908909
38,10,60,63.6816826,2.1,0.5,0.5,63.66692285,65.85962006,65.85962006,63.57949419,63.65578429,62.89770389,63.47152626,62.878258,62.878258
39,1,55,56.3626095,2.1,0.5,0.7,57.14509637,59.33403313,59.33403313,58.31761479,56.57134142,56.18983509,56.09197648,55.6749382,55.6750551
39,2,54,56.4535043,2.1,0.5,0.7,56.50495419,57.77600193,57.77600193,56.83407633,56.51066443,56.67857187,56.46274515,56.2297427,56.22974268
39,3,54,58.1811626,2.1,0.5,0.7,58.12504275,60.09461624,60.09461624,58.32409741,58.04657568,57.9742396,57.99621048,57.948565,57.94856496
39,4,53,55.8908722,2.1,0.5,0.7,55.89087218,58.95459355,58.95459355,56.49662914,55.74800099,55.07411371,54.97493619,54.9417466,54.94077748
39,5,55,59.0070448,2.1,0.5,0.7,59.00704484,61.59028485,61.59028485,58.76434562,58.72745074,58.78547496,58.86056317,58.7585652,58.64401496
39,6,69,73.0298261,2.1,0.5,0.7,73.03885246,75.68921336,75.68921336,73.23836617,73.15023613,73.04609475,73.19959187,73.0215167,73.03926886
39,7,56,56.6424063,2.1,0.5,0.7,56.06348019,59.8483176,59.8483176,57.19214642,56.88946486,56.65607416,56.14560716,56.1370837,56.13708373
39,8,67,68.3176877,2.1,0.5,0.7,68.29351713,73.08525411,73.08525411,69.45933198,68.5926011,68.58876847,68.36660017,68.2935171,68.29351713
39,9,64,67.9231135,2.1,0.5,0.7,67.92311346,68.93101929,68.93101929,68.12735729,67.94015888,67.93909176,67.92272258,67.9238798,67.92387977
39,10,60,62.4279982,2.1,0.5,0.7,62.87788404,64.27075531,64.27075531,61.97959745,61.78619159,61.69701701,61.58806821,61.5116009,61.51160088
40,1,51,54.4265039,2.1,0.5,1,54.34028109,56.77657865,56.77657865,54.12839463,53.9734838,52.66926178,53.61618057,53.6463159,53.74779931
40,2,56,57.2498578,2.1,0.5,1,57.74821017,59.89409204,59.89409204,58.51034684,58.11487989,57.65805665,57.34848092,57.1755727,57.20152009
40,3,57,58.477713,2.1,0.5,1,58.47441817,61.89933827,61.89933827,58.96337593,58.83178361,58.46629258,58.31265468,58.2612951,58.26129512
40,4,57,59.7709156,2.1,0.5,1,59.77091555,62.99053024,62.99053024,60.31045755,60.03524832,60.26209421,60.10219025,59.7709156,59.77091555
40,5,65,67.1618461,2.1,0.5,1,67.16184612,70.67010905,70.67010905,68.44368851,67.38445662,67.36752021,67.06437554,67.2446733,67.06195093
40,6,60,61.6750086,2.1,0.5,1,61.59699247,65.28642946,65.28642946,62.80768228,62.60916957,62.5441089,61.46532315,61.3496414,61.34964136
40,7,46,47.815049,2.1,0.5,1,47.8385429,51.57840605,51.57840605,48.71699734,48.03388643,47.95147099,47.81641592,47.7356024,47.76058667
40,8,57,60.2435364,2.1,0.5,1,60.00675176,61.7093239,61.7093239,59.94489055,59.64610751,59.59926399,59.46793679,59.48072,59.48023276
40,9,64,65.5158658,2.1,0.5,1,65.51236516,68.97371436,68.97371436,66.33236698,65.86750545,65.68524577,65.52203605,65.4083776,65.40837759
40,10,51,54.4047234,2.1,0.5,1,53.4661423,55.57116802,55.57116802,54.35459868,53.93673946,53.62407626,53.22658546,53.4510642,53.4510642
41,1,86,90.1309424,2.1,0.75,0.2,90.13094235,90.67219309,90.67219309,90.22582419,90.13116388,90.13094235,90.22121847,90.1309424,90.13094235
41,2,89,91.6096703,2.1,0.75,0.2,91.59888375,91.63330686,91.63330686,91.54823652,91.51400101,91.50591082,91.51381341,91.5059108,91.50591082
41,3,85,87.6617972,2.1,0.75,0.2,87.47970122,88.48559847,88.48559847,88.23557474,88.15909416,87.68276694,87.65830358,87.6945624,87.69456237
41,4,78,81.8782089,2.1,0.75,0.2,81.87683971,82.55821763,82.55821763,81.59128352,81.73386212,81.70078629,81.69942509,81.6977714,81.52485625
41,5,99,103.464546,2.1,0.75,0.2,103.4701393,104.4365274,104.4365274,103.8272017,103.6793213,103.3895683,103.4627,103.464546,103.6216836
41,6,103,104.5733172,2.1,0.75,0.2,104.5733172,105.3124539,105.3124539,104.396514,104.3141861,104.2847233,104.5753065,104.282601,104.2826013
41,7,92,95.4011383,2.1,0.75,0.2,95.40113825,97.28151664,97.28151664,95.46385673,95.46385673,95.414023,95.38409952,95.400461,95.38409952
41,8,88,91.9579294,2.1,0.75,0.2,91.83078799,93.80005595,93.80005595,91.98120863,91.78914327,91.88921682,91.95792944,92.1499808,91.74444331
41,9,92,95.5751288,2.1,0.75,0.2,95.57512883,96.4351648,96.4351648,95.46450494,95.46450494,95.57512883,95.57512883,95.3533027,95.35330269
41,10,99,101.9790728,2.1,0.75,0.2,102.0015915,103.2756744,103.2756744,102.0409288,101.9939862,101.970856,102.4539067,102.001591,101.9850563
42,1,58,62.0087615,2.1,0.75,0.5,62.07985022,63.41902875,63.41902875,62.22218339,61.91228356,61.92400667,61.92296757,62.0184761,61.94326412
42,2,50,55.130269,2.1,0.75,0.5,54.77207218,56.04125277,56.04125277,54.72496876,54.82019748,54.47335644,54.58333764,54.4856206,54.45209936
42,3,60,64.0419288,2.1,0.75,0.5,64.08014914,65.11501129,65.11501129,64.33569172,64.06007371,64.02114243,64.12742759,63.9994391,63.99943914
42,4,49,52.3478744,2.1,0.75,0.5,52.46958285,52.9586194,52.9586194,52.34229831,52.38881305,52.2799474,52.36079333,52.2648567,52.28007811
42,5,52,55.0212804,2.1,0.75,0.5,55.00617184,56.47965773,56.47965773,54.42149979,54.06977084,54.0448238,54.32840793,53.7711127,53.89617565
42,6,66,70.6039636,2.1,0.75,0.5,70.59502365,71.87841726,71.87841726,70.81969311,70.68629762,70.6130602,70.60074577,70.5935975,70.59841543
42,7,66,70.0198768,2.1,0.75,0.5,70.06325512,72.83810453,72.83810453,70.162815,69.67958647,69.63413129,69.63447268,69.1190245,69.04223399
42,8,82,86.0658547,2.1,0.75,0.5,86.06585472,87.08174327,87.08174327,84.89187336,84.46938035,84.14656358,85.32100092,84.1565388,84.07820847
42,9,60,65.4528129,2.1,0.75,0.5,65.54539817,66.22943371,66.22943371,65.54681827,65.26259612,65.22155962,65.39101532,65.234763,65.23476303
42,10,75,77.7785653,2.1,0.75,0.5,77.77856525,78.68002674,78.68002674,78.04282662,77.9570916,77.8404754,77.74142069,77.6234643,77.64513924
43,1,55,58.0589891,2.1,0.75,0.7,58.05898911,59.81356296,59.81356296,58.31628505,58.05945925,57.97003025,58.43995597,57.8799644,57.77054109
43,2,43,46.5062635,2.1,0.75,0.7,46.50626345,48.89538944,48.89538944,46.74855849,46.26203008,46.26075816,46.52412936,46.2767261,46.25076664
43,3,57,61.5807214,2.1,0.75,0.7,61.89955919,62.62053476,62.62053476,61.31987405,61.74318893,61.55624643,61.87066472,61.3408209,61.33237299
43,4,67,69.2847394,2.1,0.75,0.7,69.28585649,69.57279187,69.57279187,68.77127923,68.7645364,68.72861886,69.27464362,69.1719747,68.47753008
43,5,64,68.9834795,2.1,0.75,0.7,69.02370417,71.12654415,71.12654415,69.32232275,69.06958667,69.02855475,68.94372717,68.9833336,69.00839761
43,6,58,62.0792784,2.1,0.75,0.7,62.07927839,62.98896504,62.98896504,62.46499514,62.14521986,62.09406408,62.08951821,61.9921308,62.07509499
43,7,52,55.9037247,2.1,0.75,0.7,55.46027141,57.14762443,57.14762443,55.53490061,55.96558837,55.78316516,55.52769813,55.2560264,55.25602637
43,8,62,66.0067921,2.1,0.75,0.7,66.07325582,66.7541841,66.7541841,66.12145134,66.04412255,66.02181761,66.07855298,66.0029529,66.00295291
43,9,57,61.4232479,2.1,0.75,0.7,61.4232479,62.41239287,62.41239287,60.87733858,61.12207362,61.30455622,61.27873911,60.7557249,60.74356747
43,10,60,63.4790798,2.1,0.75,0.7,63.47156392,64.82100836,64.82100836,63.71533762,63.58817919,63.4992553,63.372396,63.3917614,63.39176138
44,1,50,50.6627364,2.1,0.75,1,50.58332266,54.67510352,54.67510352,51.65475208,50.90377981,50.83566341,50.68463099,50.6063826,50.60617791
44,2,54,57.1284708,2.1,0.75,1,57.18095651,59.82645057,59.82645057,57.66141742,57.22954725,57.0081398,57.36010168,56.8485971,56.84859714
44,3,51,52.5651958,2.1,0.75,1,52.57067973,55.53908483,55.53908483,53.42798557,53.06387217,52.52096341,52.09269797,51.9136786,51.92084554
44,4,57,61.1618911,2.1,0.75,1,61.35519887,62.38605415,62.38605415,61.56774313,61.30224102,61.1443488,61.13027092,60.8132528,60.66970167
44,5,55,57.5342448,2.1,0.75,1,58.01831956,60.73174947,60.73174947,58.36326386,58.15668184,57.76641634,57.57149752,57.5015267,57.50152675
44,6,56,56.4088752,2.1,0.75,1,57.6376368,59.97617729,59.97617729,58.09079556,57.64037868,56.91747479,56.68416356,56.9188532,56.38593649
44,7,42,45.6405844,2.1,0.75,1,45.25256355,48.09814371,48.09814371,45.60770236,45.62349308,45.22676406,45.20671203,45.569762,45.58855148
44,8,49,52.2649705,2.1,0.75,1,52.29303344,54.26068122,54.26068122,52.66283782,52.43938075,52.27905421,52.15465831,52.4581924,52.11774818
44,9,64,64.8095852,2.1,0.75,1,64.50348788,68.52026356,68.52026356,65.55296811,65.50721167,65.04308771,64.70201997,64.7766222,64.77811539
44,10,63,64.8577431,2.1,0.75,1,64.92265381,68.20709797,68.20709797,66.02900809,65.72919373,65.3151187,65.01857332,64.9227561,64.92151619
45,1,82,86.4839651,2.1,1,0.2,86.48500637,86.86325842,86.86325842,86.54384504,86.42636747,86.42265577,86.42265577,86.4309592,86.43095923
45,2,125,126.5065039,2.1,1,0.2,126.5065039,126.5065039,126.5065039,126.4736224,126.4736224,126.4736224,126.4736224,126.473622,126.4736224
45,3,92,94.3883993,2.1,1,0.2,94.38839927,94.4650541,94.4650541,94.4650541,94.18617303,94.12404503,94.11446006,94.1142756,94.11427557
45,4,84,88.4204599,2.1,1,0.2,88.42045988,88.98280094,88.98280094,88.45383387,88.38247761,88.35099718,88.34392706,88.3807595,88.38075949
45,5,86,89.3760443,2.1,1,0.2,89.70931524,89.71085992,89.71085992,89.37604428,89.37604428,89.37449959,89.37449959,88.7885306,89.37449959
45,6,129,132.7799645,2.1,1,0.2,132.7799645,132.8203649,132.8203649,132.5308014,132.1173986,132.1173986,132.0968923,132.08587,132.0883815
45,7,101,105.6404422,2.1,1,0.2,105.6404422,106.1001711,106.1001711,105.7512281,105.6404422,105.6404422,105.6404422,105.640442,105.6404422
45,8,94,95.6683704,2.1,1,0.2,95.55172606,97.07703868,97.07703868,95.74594499,95.56955744,95.47426975,95.47426975,95.4742697,95.47426975
45,9,82,86.3566497,2.1,1,0.2,86.31518134,86.70188798,86.70188798,86.2569504,86.15086674,86.16731738,86.17951068,86.1843769,86.18437687
45,10,90,94.1496499,2.1,1,0.2,94.17142358,94.60736616,94.60736616,93.9224324,93.9224324,93.9224324,93.9224324,94.038353,93.85244717
46,1,59,64.4893497,2.1,1,0.5,64.49016177,65.00231979,65.00231979,64.21305076,64.57128057,64.2515524,64.48906262,64.4447976,64.4447976
46,2,67,72.823494,2.1,1,0.5,72.79899957,74.35192663,74.35192663,72.54496851,72.40294287,72.36095221,72.47423232,72.3939254,72.39392543
46,3,65,70.062151,2.1,1,0.5,70.06314996,71.0824316,71.0824316,70.00369247,69.9630314,69.94063414,69.95325754,69.9359116,69.93591164
46,4,64,69.282083,2.1,1,0.5,69.28220123,70.25861475,70.25861475,69.5856294,69.33334837,69.32530296,69.28819886,69.283853,69.28397127
46,5,57,63.4085821,2.1,1,0.5,63.3405225,65.06541718,65.06541718,63.64035994,63.48671906,63.45996755,63.42951784,63.3709671,63.36279652
46,6,59,64.3004409,2.1,1,0.5,64.30044091,65.46829872,65.46829872,63.95626316,63.94417555,63.9407476,64.13556009,63.999473,63.99947299
46,7,59,63.551561,2.1,1,0.5,63.55156095,64.177749,64.177749,63.51549259,63.33605507,63.3381112,63.32929267,63.3276659,63.32766594
46,8,58,63.8365654,2.1,1,0.5,63.84234694,64.69312209,64.69312209,63.94931473,63.80443064,63.81739572,63.80792377,63.8124015,63.81240152
46,9,49,53.9168744,2.1,1,0.5,53.81027289,54.78361734,54.78361734,53.82849034,53.7509481,53.67284853,53.95930963,53.9012242,53.49788461
46,10,55,59.0836178,2.1,1,0.5,58.94585359,60.40336192,60.40336192,59.08908774,59.11829937,59.12839724,59.00901214,58.9839417,58.98394175
47,1,58,62.3588236,2.1,1,0.7,62.02641942,63.36029784,63.36029784,62.1593285,61.79405212,62.37568476,62.16442124,61.827444,61.82744401
47,2,59,61.0399122,2.1,1,0.7,61.02264961,63.4585842,63.4585842,61.01431673,61.22351409,61.18386171,61.17783455,61.0219521,61.02195211
47,3,55,59.1697397,2.1,1,0.7,59.16973968,61.68698919,61.68698919,59.32170822,59.19387452,59.18717575,59.17164435,59.1829094,59.18290944
47,4,49,54.6502725,2.1,1,0.7,54.19712546,55.74948866,55.74948866,53.53490058,53.44123613,53.99142316,53.73879617,53.9285062,53.96406337
47,5,47,50.8041274,2.1,1,0.7,50.80412736,51.78114498,51.78114498,50.70738163,50.6015681,50.60410542,50.79090889,50.5802823,50.63410805
47,6,53,58.5990712,2.1,1,0.7,58.30156278,60.05284166,60.05284166,58.33902031,58.24085331,58.16344373,58.53330628,58.0263649,58.04398197
47,7,66,69.1488164,2.1,1,0.7,69.26254609,71.54578562,71.54578562,69.83860795,69.4014664,69.23527232,69.20961099,69.1486806,69.1486806
47,8,48,51.2705342,2.1,1,0.7,51.10733447,54.73211068,54.73211068,51.5375143,51.44613002,51.12544844,51.13735754,51.3841228,51.46505788
47,9,65,70.0550613,2.1,1,0.7,70.1226658,72.48870057,72.48870057,70.27241228,69.68377194,69.78359818,69.76948286,69.2924882,69.29194403
47,10,60,65.4885352,2.1,1,0.7,65.39393139,67.54241158,67.54241158,65.14212325,65.21673232,65.2713927,65.26514221,65.1329699,65.01003739
48,1,63,64.2354691,2.1,1,1,64.23546907,66.85730033,66.85730033,64.96536119,65.13871847,65.03761229,64.30611132,64.2216034,64.22160337
48,2,54,55.7864679,2.1,1,1,55.78646794,57.19810134,57.19810134,55.12296297,55.12233641,55.04686561,54.7582499,54.8953471,54.89534707
48,3,50,52.0323403,2.1,1,1,51.60018191,54.36431824,54.36431824,52.08689904,52.1166818,51.8165114,52.78010907,51.8020689,51.58270999
48,4,57,59.896608,2.1,1,1,59.00391356,62.02219302,62.02219302,59.30202095,59.865562,59.83786089,59.0677696,59.003418,59.00391356
48,5,58,61.2181423,2.1,1,1,60.92317593,62.68757807,62.68757807,60.94280757,60.86988861,60.40035855,61.3560681,59.6083255,60.36209492
48,6,58,59.4208258,2.1,1,1,58.67014785,62.50412467,62.50412467,59.79153768,59.66135954,59.62256558,59.16205414,59.3457992,59.32172077
48,7,55,56.7786936,2.1,1,1,56.8092986,59.31150098,59.31150098,57.22380342,56.66434567,56.65910971,55.82504947,56.3549004,56.32790732
48,8,44,46.3094159,2.1,1,1,46.63220433,48.39764776,48.39764776,46.99562519,46.33366558,46.20807446,46.32574311,46.3644046,46.37477385
48,9,59,62.1667001,2.1,1,1,62.31188331,66.20028798,66.20028798,62.87268339,62.46988448,62.63158645,62.42053914,62.1113897,62.11141249
48,10,54,55.8973022,2.1,1,1,55.93993767,58.03403585,58.03403585,56.85150141,56.26173786,56.06313233,55.86943422,55.8456672,55.84709852
